Time,19800_CE_OI,19800_PE_OI,19850_CE_OI,19850_PE_OI,19750_CE_OI,19750_PE_OI,19800_CE_OI_chg,19800_PE_OI_chg,19850_CE_OI_chg,19850_PE_OI_chg,19750_CE_OI_chg,19750_PE_OI_chg
18:12:21,0,0,0,0,0,0,0,0,0,0,0,0
